194,Rob McElhenney,11000,Matthew McConaughey,Thirteen Conversations About One Thing ,Amy Irving,2001,813
844,Judy Greer,3000,Julie Benz,Jawbreaker ,Jeff Conaway,1999,2000
353,Michael Wincott,10000,Gary Oldman,Basquiat ,Courtney Love,1996,721
270,Grace Gummer,962,Greta Gerwig,Frances Ha ,Vanessa Ray,2012,481
29,Nambitha Mpumlwana,113,Terry Pheto,Tsotsi ,Rapulana Seiphemo,2005,64
812,Jon Lovitz,22000,Philip Seymour Hoffman,Happiness ,Dylan Baker,1998,11000
24,Joe Howard,489,Eddie Griffin,DysFunktional Family ,Robert Noble,2003,26
387,Haley Joel Osment,40000,Johnny Depp,Tusk ,Michael Parks,2014,3000
38,Ji-tae Yu,717,Min-sik Choi,Oldboy ,Hye-jeong Kang,2003,78
221,Michael Bolten,439,Robyn Lively,Letters to God ,Christopher Schmidt,2010,399
104,Robb Wells,694,Gregory Smith,Hobo with a Shotgun ,Molly Dunsworth,2011,324
165,Héctor Jiménez,574,Kevin Pollak,Compadres ,Erick Elias,2016,327
221,Dan Hedaya,904,Bokeem Woodbine,Freeway ,Robert Peters,1996,281
331,Kevin Gage,702,William Morgan Sheppard,Love's Abiding Joy ,Brianna Brown,2006,366
168,Harry Treadaway,13000,Michael Fassbender,Fish Tank ,Jason Maza,2009,260
322,Megalyn Echikunwoke,962,Greta Gerwig,Damsels in Distress ,Zach Woods,2011,476
476,Colm Feore,723,Craig T. Nelson,Creature             ,Megalyn Echikunwoke,,539
416,Adam Scott,4000,Kirsten Dunst,Bachelorette ,Andrew Rannells,2012,3000
246,Megan Hilty,786,Danny Pino,BrainDead             ,Zach Grenier,,341
249,Aaron Ashmore,912,Virginia Madsen,Brave New Girl ,Lindsey Haun,2004,750
197,William Atherton,536,Michael Gross,Tim and Eric's Billion Dollar Movie ,Bob Ross,2012,317
81,Cjon Saulsberry,3000,George Kennedy,The Gambler ,Griffin Cleveland,2014,571
23,Amanda Mealing,40,Susan Hampshire,The Grand             ,Tim Healy,,37
17,Kostja Ullmann,289,Alicja Bachleda,Summer Storm ,Robert Stadlober,2004,38
847,Eric Stoltz,1000,Johnny Pacar,Fort McCoy ,Brendan Fehr,2011,902
236,Betsy Russell,487,Matt Cohen,Chain Letter ,Noah Segan,2009,298
56,Patti LuPone,599,Gretchen Mol,Just Looking ,Peter Onorati,1999,325
605,Lauren German,2000,Michael Biehn,The Divide ,Rosanna Arquette,2011,683
77,Iben Hjejle,767,Aidan Quinn,The Eclipse ,Jim Norton,2009,122
617,Scott Mechlowicz,798,Frank Grillo,Demonic ,Aaron Yoo,2015,634
19,Darren Keefe Reiher,231,Neil Hopkins,My Big Fat Independent Movie ,David Douglas,2005,27
11000,Alan Rickman,40000,Johnny Depp,Alice in Wonderland ,Anne Hathaway,2010,25000
452,Michael Rapaport,1000,Taylor Negron,The Deported ,Talia Shire,2009,975
357,Amy Sedaris,433,Tom Everett Scott,Tanner Hall ,Chris Kattan,2009,396
47,Kristi Clainos,652,John Savage,Open Road ,Emily Nelson,2013,124
975,Amy Poehler,3000,Christopher Meloni,They Came Together ,Jack McBrayer,2014,1000
73,Ashley Martin,319,French Stewart,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo ,Olivia Alexander,2013,302
454,Alex Meraz,2000,Michael Jai White,Never Back Down 2: The Beatdown ,Jillian Murray,2011,606
480,Angie Dickinson,756,Lee Marvin,Point Blank ,Carroll O'Connor,1967,754
382,Sarah Rafferty,1000,Stephanie Szostak,Four Single Fathers ,Salvatore Santone,2009,810
471,David Bianchi,2000,Noel Gugliemi,Enter the Dangerous Mind ,Jason Priestley,2013,715
375,Shantel VanSanten,1000,Julian Morris,Something Wicked ,John Robinson,2014,747
648,Brooke Newton,904,Bokeem Woodbine,AWOL-72 ,Brett Wagner,2015,779
37,Jack Taylor,201,Everett McGill,Iguana ,Fabio Testi,1988,39
502,Derek Jacobi,2000,Hayley Atwell,Cinderella ,Lily James,2015,520
356,Stacy Keach,854,Mike Starr,Chicago Overcoat ,Frank Vincent,2009,602
463,Cybill Shepherd,2000,Judy Greer,Barry Munday ,Shea Whigham,2010,536
11,Matheus Nachtergaele,119,Fernanda Montenegro,Central Station ,Othon Bastos,1998,14
248,Glenn Ford,931,Ann-Margret,Pocketful of Miracles ,Thomas Mitchell,1961,416
214,Nick Chinlund,640,Anthony L. Fernandez,Close Range ,Scott Evans,2015,277
183,Michael Nouri,267,Dyan Cannon,Boynton Beach Club ,Brenda Vaccaro,2005,225
21,Patrick Bauchau,216,Olivia Rose Keegan,Amnesiac ,Mia Barron,2014,158
394,James Ransone,875,Greg Crowe,Freakonomics ,Tempestt Bledsoe,2010,412
108,Patrick Troughton,264,Lee Remick,The Omen ,Billie Whitelaw,1976,139
142,Maïwenn,447,Cécile De France,High Tension ,Oana Pellea,2003,236
39,Patrick Brammall,130,Maeve Dermody,Griff the Invisible ,Kelly Paterniti,2010,96
29,Gregory Cruz,679,Q'orianka Kilcher,Unnatural ,Allegra Carpenter,2015,234
165,Paula Jai Parker,275,Isaac Hayes,Hustle & Flow ,Elise Neal,2005,247
102,Joe E. Brown,105,Nehemiah Persoff,Some Like It Hot ,George Raft,1959,103
181,Terry Kiser,935,Kane Hodder,Friday the 13th Part VII: The New Blood ,William Butler,1988,448
357,Terry,695,Margaret Hamilton,The Wizard of Oz ,Billie Burke,1939,421
481,Peter Boyle,1000,Madeline Kahn,Young Frankenstein ,Teri Garr,1974,595
192,Shawn Roberts,569,Megan Park,Diary of the Dead ,Joe Dinicol,2007,529
327,Sanjay Dutt,464,Vidya Balan,Lage Raho Munna Bhai ,Jimmy Shergill,2006,426
42,Patricia Richardson,402,Peter Fonda,Ulee's Gold ,Vanessa Zima,1997,222
48,Kelly Reno,481,Teri Garr,The Black Stallion ,Hoyt Axton,1979,81
32,Neeru Bajwa,258,Bhavkhandan Singh Rakhra,Sardaar Ji ,Diljit Dosanjh,2015,85
13,Frank Hvam,122,Iben Hjejle,Journey to Saturn ,Casper Christensen,2008,33
359,Cesar Romero,756,Lee Marvin,Donovan's Reef ,Jack Warden,1963,370
2,Ariane Schluter,20,Rijk de Gooyer,The Dress ,Henri Garcin,1996,3
315,Esther Williams,760,Spencer Tracy,A Guy Named Joe ,Irene Dunne,1943,675
628,David Huddleston,1000,Madeline Kahn,Blazing Saddles ,Harvey Korman,1974,1000
74,Tom Everett,158,Judie Aronson,Friday the 13th: The Final Chapter ,Kimberly Beck,1984,84
46,Agata Trzebuchowska,88,Joanna Kulig,Ida ,Agata Kulesza,2013,64
239,Denholm Elliott,443,Rupert Graves,Maurice ,Simon Callow,1987,249
327,Laurie Metcalf,833,Joe Lo Truglio,Beer League ,Seymour Cassel,2006,549
1000,Charlize Theron,40000,Johnny Depp,The Astronaut's Wife ,Clea DuVall,1999,9000
28,Gabrielle Reece,52,Gerry Lopez,Riding Giants ,Laird John Hamilton,2004,52
36,Nacho Vigalondo,123,Karra Elejalde,Timecrimes ,Bárbara Goenaga,2007,76
4,Bo Huang,11,Jack Kao,Silver Medallist ,Zheng Xu,2009,4
209,Nick Searcy,331,Brianna Brown,Timber Falls ,Beth Broderick,2007,272
390,Debbie Reynolds,804,Rita Moreno,Singin' in the Rain ,Cyd Charisse,1952,786
0,Joel Fuhrman,65,Joe Cross,"Fat, Sick & Nearly Dead ",Amy Badberg,2010,2
555,Alanna Ubach,713,Essence Atkins,A Haunted House ,J.B. Smoove,2013,584
67,Zackary Steven Graham,871,Barack Obama,2016: Obama's America ,Dinesh D'Souza,2012,118
593,Tyler Mane,908,Scout Taylor-Compton,Halloween II ,Margot Kidder,2009,764
982,Charlize Theron,15000,Tom Hanks,That Thing You Do! ,Ethan Embry,1996,9000
67,Dan O'Herlihy,381,Tom Atkins,Halloween III: Season of the Witch ,Nancy Kyes,1982,128
450,M. Emmet Walsh,595,Roddy McDowall,Escape from the Planet of the Apes ,Sal Mineo,1971,521
124,Melvyn Douglas,617,Patricia Neal,Hud ,Whit Bissell,1963,189
36,La'Princess Jackson,1000,David Jason Perez,Kevin Hart: Let Me Explain ,Dana Hanna,2013,309
535,Udo Kier,18000,Keanu Reeves,My Own Private Idaho ,Flea,1991,595
294,Michael Weston,625,Armando Riesco,Garden State ,Jill Flint,2004,379
4,Hans Weingartner,15,Hanno Pöschl,Before Sunrise ,Dominik Castell,1995,12
6,Michel Côté,50,Patrick Huard,Sur le seuil ,Jean Pierre Bergeron,2003,16
442,Samantha Morton,745,Billy Crudup,Jesus' Son ,Mark Webber,1999,631
209,Ato Essandoh,643,Joan Chen,Saving Face ,Jessica Hecht,2004,265
40,Christopher Simpson,56,Satish Kaushik,Brick Lane ,Tannishtha Chatterjee,2007,41
215,Joshua Ormond,902,Frank Langella,Robot & Frank ,Ana Gasteyer,2012,291
471,Julian Richings,900,Sarah Polley,My Life Without Me ,Amanda Plummer,2003,648
478,Jennifer Jason Leigh,8000,Shailene Woodley,The Spectacular Now ,Dayo Okeniyi,2013,1000
362,Elden Henson,882,William Hurt,Marilyn Hotchkiss' Ballroom Dancing and Charm School ,Michael Bower,1990,577
0,Tal Bachman,334,Bill Maher,Religulous ,Steve Burg,2008,4
125,Sheryl Crow,860,Larry David,Fuel ,George W. Bush,2008,130
107,Diana Scarwid,655,Bruce McGill,Valley of the Heart's Delight ,Tom Bower,2006,157
936,Stephen Root,989,Gary Cole,Dodgeball: A True Underdog Story ,Joel David Moore,2004,939
249,Carly Schroeder,640,Katharine Ross,Eye of the Dolphin ,George Harris,2006,261
5,Emily Pearson,191,Dustin Lance Black,8: The Mormon Proposition ,Gavin Newsom,2010,12
315,Anupam Kher,611,Larry Miller,The Other End of the Line ,Shriya Saran,2008,397
10,Rüdiger Vogler,127,Benno Fürmann,Anatomy ,Sebastian Blomberg,2000,10
35,Jacob Vargas,426,Leonor Varela,Sleep Dealer ,Tenoch Huerta,2008,399
370,Rainn Wilson,2000,Linda Cardellini,Super ,Paul T. Taylor,2010,973
555,Piper Mackenzie Harris,794,Ashley Scott,Christmas Mail ,Lochlyn Munro,2010,607
577,Cecilia Pillado,968,Clifton Collins Jr.,Stung ,David Masterson,2015,625
442,Emmanuel Kabongo,1000,Natasha Lyonne,Antibirth ,Mark Webber,2016,677
702,Harry Lennix,1000,Bernie Mac,Get on the Bus ,Andre Braugher,1996,748
201,Max Ryan,973,Marc Blucas,Thr3e ,Justine Waddell,2006,872
233,Patrick Fischler,586,Anthony 'Citric' Campos,Idiocracy ,David Herman,2006,497
109,Kevin Leslie,490,Simon Merrells,The Rise of the Krays ,Kris Sommerville,2015,159
698,Joseph Gilgun,1000,Stephen Graham,This Is England ,Jack O'Connell,2006,788
663,Sean Pertwee,844,Julian Glover,Alien Uprising ,Bianca Brigitte VanDamme,2012,722
226,Basil Rathbone,675,Esther Williams,Bathing Beauty ,Red Skelton,1944,659
76,Aimee Garcia,847,Jossara Jinaro,Go for It! ,Rene Rosado,2011,618
326,Michael O'Neill,982,Ethan Embry,"Dancer, Texas Pop. 81 ",Alexandra Holden,1998,599
244,Ava Gardner,960,Agnes Moorehead,Show Boat ,Howard Keel,1951,715
608,Cinda McCain,1000,Tom Skerritt,Redemption Road ,Luke Perry,2010,646
826,Ellen Burstyn,2000,Topher Grace,The Calling ,Christopher Heyerdahl,2014,1000
385,Phil Hartman,11000,Jon Lovitz,The Brave Little Toaster ,Mindy Sterling,1987,516
,Deems Taylor,16,Leopold Stokowski,Fantasia ,,1940,0
109,Fernando Rey,813,Roy Scheider,The French Connection ,Tony Lo Bianco,1971,165
0,Sebastian Aguilar,210,Nicole Smolen,8 Days ,Ivette Alvarez,2014,0
20,Dana Kimmell,72,Richard Brooker,Friday the 13th Part III ,Catherine Parks,1982,31
17,Melanie Kinnaman,42,Tiffany Helm,Friday the 13th: A New Beginning ,Dominick Brascia,1985,27
275,Louise Fletcher,861,Henry Thomas,The Last Sin Eater ,A.J. Buckley,2007,425
835,Delroy Lindo,2000,Alexa PenaVega,Do You Believe? ,Madison Pettis,2015,848
306,Kayla Ewell,676,Brian Austin Green,Impact Point ,Linden Ashby,2008,399
275,Greer Garson,509,Jessica Tandy,The Valley of Decision ,Lionel Barrymore,1945,284
708,Ethan Peck,1000,Jessica Lowndes,Eden ,Brad Schmidt,2015,800
18,Zohra Segal,114,Saeed Jaffrey,Chicken Tikka Masala ,Shobu Kapoor,2005,79
782,James Wolk,3000,Ryan Guzman,Always Woodstock ,Jason Ritter,2014,938
42,Daniel Kash,371,Rachel Skarsten,Jack Brooks: Monster Slayer ,Stefanie Drummond,2007,52
188,Teresa Wright,749,Myrna Loy,The Best Years of Our Lives ,Dana Andrews,1946,208
551,Nick Stahl,730,Kelli Garner,Bully ,Brad Renfro,2001,648
14,Per Christian Ellefsen,117,Jørgen Langhelle,Elling ,Sven Nordin,2001,21
17,Arturo Castro,128,Michael Derek,Mi America ,Brad Lee Wind,2015,22
7,Pablo Rosso,120,Manuela Velasco,[Rec] ,Carlos Lasarte,2007,9
650,Martha Higareda,919,Rosie Perez,Lies in Plain Sight ,Cheyenne Haynes,2010,718
338,David Proval,749,Travis Myers,Sharkskin ,Carmen Argenziano,2015,354
260,Michael Chapman,846,Walter Hendrix III,Containment ,Louise Brealey,2015,366
106,Maria Doyle Kennedy,412,James Ransone,The Timber ,Shaun O'Hagan,2015,308
177,Daniela Bianchi,559,Robert Shaw,From Russia with Love ,Lois Maxwell,1963,201
14,Jessica Dublin,40,Phoebe Legere,The Toxic Avenger Part II ,Lisa Gaye,1989,30
213,Alan Autry,480,Carroll O'Connor,In the Heat of the Night             ,Crystal R. Fox,,360
45,John Beck,11000,Woody Allen,Sleeper ,Mews Small,1973,66
159,Ruby Harris,314,Maika Monroe,It Follows ,Jake Weary,2014,189
258,John Carradine,11000,Woody Allen,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask ,Lynn Redgrave,1972,300
161,Brock Peters,3000,Robert Duvall,To Kill a Mockingbird ,William Windom,1962,226
41,Bruce Spence,745,Vernon Wells,Mad Max 2: The Road Warrior ,Kjell Nilsson,1981,531
75,Anita Mui,483,Andy Lau,The Legend of Drunken Master ,Ho-Sung Pak,1994,147
177,Shelley Winters,618,James Mason,Lolita ,Lois Maxwell,1962,367
103,Brendan Sexton III,173,Alicia Goranson,Boys Don't Cry ,Jeannetta Arnette,1999,148
32,Julia Taylor Ross,120,Eric Sheffer Stevens,Silent House ,Adam Trese,2011,44
155,Ulrich Mühe,380,Sebastian Koch,The Lives of Others ,Martina Gedeck,2006,284
341,Alex Kendrick,690,Ben Davies,Courageous ,T.C. Stallings,2011,589
366,Jackie Gleason,654,George C. Scott,The Hustler ,Murray Hamilton,1961,491
380,Spencer Tracy,1000,Hedy Lamarr,Boom Town ,Claudette Colbert,1940,760
0,Charles Linton,23,Michel Robin,The Triplets of Belleville ,Béatrice Bonifassi,2003,6
580,Irene Bedard,912,Michael Greyeyes,Smoke Signals ,Gary Farmer,1998,752
92,James Urbaniak,14000,Josh Hutcherson,American Splendor ,Daniel Tay,2003,119
3,Albert Delpy,50,Vernon Dobtcheff,Before Sunset ,Marie Pillet,2004,8
35,Jorge Salinas,85,Adriana Barraza,Amores Perros ,Goya Toledo,2000,79
374,Sarah Clarke,1000,Holly Hunter,Thirteen ,Kip Pardue,2003,482
167,Celeste Holm,936,Dean Stockwell,Gentleman's Agreement ,John Garfield,1947,297
179,Shelley Waggener,34000,Jennifer Lawrence,Winter's Bone ,Lauren Sweetser,2010,248
3,Brendan Mackey,21,Nicholas Aaron,Touching the Void ,Joe Simpson,2003,5
300,Don Ameche,480,Tyrone Power,Alexander's Ragtime Band ,John Carradine,1938,392
244,Brad William Henke,538,Najarra Townsend,Me and You and Everyone We Know ,Miranda July,2005,363
18,George W. Bush,13000,Matt Damon,Inside Job ,Barney Frank,2010,125
328,Emily Ratajkowski,804,Vanessa Lengies,We Are Your Friends ,Jonny Weston,2015,625
116,Gano Grills,251,Henry Silva,Ghost Dog: The Way of the Samurai ,Richard Portnow,1999,147
2000,Christian Bale,24000,J.K. Simmons,Harsh Times ,Noel Gugliemi,2005,23000
349,Leonor Varela,1000,David Oyelowo,Captive ,Sydelle Noel,2015,426
685,Enrico Colantoni,8000,Julia Roberts,Full Frontal ,Blair Underwood,2002,724
186,Tawny Kitaen,265,Kathleen Wilhoite,Witchboard ,Rose Marie,1986,194
344,Amy Sedaris,459,Stephen Colbert,Strangers with Candy             ,Maria Thayer,,396
401,Brian Blessed,597,Julie Christie,Hamlet ,Richard Briers,1996,591
37,Peter Stickles,71,Sook-Yin Lee,Shortbus ,Raphael Barker,2006,51
0,Ronny Dayag,56,Ari Folman,Waltz with Bashir ,Zahava Solomon,2008,0
40,Kirby Heyborne,178,Noah Danby,"The Book of Mormon Movie, Volume 1: The Journey ",Bruce Newbold,2003,69
17,Dick Cheney,393,Campbell Scott,No End in Sight ,Donald Rumsfeld,2007,21
80,David Fine,10000,Alexander Skarsgård,The Diary of a Teenage Girl ,Austin Lyon,2015,1000
143,Jon Tenney,11000,Anne Hathaway,Get Real             ,Debrah Farentino,,289
65,Buzz Aldrin,168,John F. Kennedy,In the Shadow of the Moon ,Neil Armstrong,2007,142
887,Zoe Kazan,991,Bruce Greenwood,Meek's Cutoff ,Shirley Henderson,2010,962
218,Bill Maher,373,Hugh M. Hefner,Inside Deep Throat ,Linda Lovelace,2005,334
120,Manny Perez,388,Danny Aiello,Dinner Rush ,Ajay Naidu,2000,159
490,Bob Balaban,584,Alanna Ubach,Clockwatchers ,Jamie Kennedy,1997,559
126,Krysta Rodriguez,189,Matt Bennett,The Virginity Hit ,Zack Pearlman,2010,131
164,Isabelle Adjani,1000,Christopher Lambert,Subway ,Jean-Hugues Anglade,1985,572
902,Mark Margolis,49000,Robin Williams,House of D ,Frank Langella,2004,1000
268,Nathan Parsons,386,Jess Weixler,Teeth ,John Hensley,2007,357
0,Stephane Gauger,33,Jeffrey Falcon,Six-String Samurai ,Kim De Angelo,1998,3
72,Bobby Deol,353,Karisma Kapoor,Hum To Mohabbat Karega ,Shakti Kapoor,2000,89
137,Neil Maskell,326,Paul Kaye,It's All Gone Pete Tong ,Kate Magowan,2004,246
966,Steve Buscemi,22000,Peter Dinklage,Saint John of Las Vegas ,Romany Malco,2009,12000
20,Annette Badland,5000,Bob Hoskins,24 7: Twenty Four Seven ,Karl Collins,1997,497
256,Caleb Landry Jones,25000,Jeremy Irvine,Stonewall ,Matt Craven,2015,463
543,Colin Ferguson,780,Joe Morton,Eureka             ,Salli Richardson-Whitfield,,747
24,Sanjay Mishra,532,Saif Ali Khan,Roadside Romeo ,Javed Jaffrey,2008,85
267,Frank Vincent,584,Vincent Pastore,This Thing of Ours ,Chuck Zito,2003,356
395,Jansen Panettiere,589,Alex Kendrick,The Lost Medallion: The Adventures of Billy Stone ,Tiya Sircar,2013,488
89,Jeremy Jordan,10000,Anna Kendrick,The Last Five Years ,Charly Bivona,2014,773
399,Amy Ryan,529,Merritt Wever,The Missing Person ,Paul Adelstein,2009,423
163,Kent McCord,787,Melinda Clarke,Return of the Living Dead III ,Sarah Douglas,1993,196
1000,Chris Evans,26000,Jason Statham,London ,Dane Cook,2005,11000
85,Kate Burton,363,Brad William Henke,Sherrybaby ,Michelle Hurst,2006,223
455,Megan Mullally,985,Martin Starr,Stealing Harvard ,Chris Penn,2002,637
94,Michael McLafferty,160,Jordi Vilasuso,Circle ,Kaiwi Lyman-Mersereau,2015,152
418,Jack O'Connell,13000,Michael Fassbender,Eden Lake ,Lorraine Stanley,2008,698
395,James Kyson,638,Frances Fisher,Plush ,Marlene Forte,2013,449
161,James Corden,513,MyAnna Buring,Vampire Killers ,Silvia Colloca,2009,480
12,Kenneth Nkosi,29,Rapulana Seiphemo,Gangster's Paradise: Jerusalema ,Robert Hobbs,2008,18
268,Lee Evans,766,Colin Salmon,Freeze Frame ,Ian McNeice,2004,312
103,Sean Rogerson,253,Mackenzie Gray,Grave Encounters ,Ashleigh Gryzko,2011,113
47,Tommy Knight,121,Peter McQuinn,Stitches ,Jemma Curran,2012,94
107,William Lee Scott,413,Daniel Baldwin,Nine Dead ,Marc Macaulay,2010,167
8,Tim Rice,674,Alice Cooper,"To Be Frank, Sinatra at 100 ",Louis Walsh,2015,27
167,Charlotte Rae,11000,Woody Allen,Bananas ,Louise Lasser,1971,430
46,Linus Roache,473,Paul Sheehan,Supercapitalist ,Kathy Uyen,2012,303
372,Mario Cimarro,601,Nicholas Gonzalez,Rockaway ,Ricardo Chavira,2007,453
424,Tim Daly,685,Steven Weber,Wings             ,Amy Yasbeck,,511
18,Everett Sloane,1000,Rita Hayworth,The Lady from Shanghai ,Ted de Corsia,1947,29
332,Lew Temple,633,Mircea Monroe,No Man's Land: The Rise of Reeker ,Robert Pine,2008,597
171,M.C. Gainey,15000,Jake Gyllenhaal,Highway ,Mark Rolston,2002,284
722,Saffron Burrows,2000,Noel Gugliemi,Small Apartments ,Matt Lucas,2012,811
424,Ben Schwartz,34000,Sunil Narkar,Coffee Town ,Glenn Howerton,2013,463
356,Kevin McCarthy,416,Kate Maberly,The Ghastly Love of Johnny X ,Paul Williams,2012,403
322,Curtiss Cook,594,Sally Hawkins,All Is Bright ,Peter Hermann,2013,591
51,Lex Barker,16000,Christopher Lee,The Torture Chamber of Dr. Sadism ,Karin Dor,1967,57
293,Powers Boothe,924,Jon Mack,Straight A's ,Josh Meyers,2013,472
137,Zero Mostel,907,Buster Keaton,A Funny Thing Happened on the Way to the Forum ,Phil Silvers,1966,164
119,Eddie Vedder,909,Michael Moore,Slacker Uprising ,Steve Earle,2007,562
894,Kevin Alejandro,10000,William McNamara,The Legend of Hell's Gate: An American Conspiracy ,Glenn Morshower,2011,1000
233,Wray Crawford,680,Trenton Rostedt,The Walking Deceased ,Dave Sheridan,2015,418
618,Bella Heathcote,2000,Kevin Zegers,The Curse of Downers Grove ,Tom Arnold,2015,860
412,Michael Aaron Milligan,11000,Melissa Bolona,Shark Lake ,James Chalke,2015,1000
223,Daniel Roebuck,18000,Keanu Reeves,River's Edge ,Ione Skye,1986,1000
482,Anthony Edwards,548,Peter Coyote,Northfork ,Jon Gries,2003,495
164,Mike 'The Miz' Mizanin,405,Paul McGillion,The Marine 4: Moving Target ,David Lewis,2015,217
263,Samantha Mathis,16000,Ryan Reynolds,Buried ,Erik Palladino,2010,517
594,Paddy Considine,920,Craig Roberts,Submarine ,Sally Hawkins,2010,680
5,Ahmed Hassan,161,Khalid Abdalla,The Square ,Aida Elkashef,2013,10
164,Lizzie Brocheré,533,Karl E. Landler,One to Another ,Pierre Perrier,2006,323
534,Judy Greer,17000,Chloë Grace Moretz,Carrie ,Portia Doubleday,2013,2000
71,Remo,733,Lauren Gottlieb,ABCD (Any Body Can Dance) ,Prabhudheva,2013,168
574,Lin Shaye,40000,Johnny Depp,A Nightmare on Elm Street ,Amanda Wyss,1984,852
0,Philippe Petit,41,Paul McGill,Man on Wire ,Jean-Louis Blondeau,2008,27
3,Peter Feeney,42,Siobhan Marshall,Abandoned ,Rachel Nash,2015,40
585,Adam Ratcliffe,628,Logan Browning,Brotherly Love ,Faizon Love,2015,606
308,Ashley Bell,463,Caleb Landry Jones,The Last Exorcism ,Patrick Fabian,2010,400
231,Ophelia Lovibond,1000,Kristin Scott Thomas,Nowhere Boy ,Anne-Marie Duff,2009,548
114,Karl Malden,10000,Marlon Brando,A Streetcar Named Desire ,Kim Hunter,1951,416
277,Slim Pickens,654,George C. Scott,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,Keenan Wynn,1964,575
67,Ana Claudia Talancón,201,Damián Alcázar,El crimen del padre Amaro ,Pedro Armendáriz Jr.,2002,163
168,Gina Montana,2000,Quvenzhané Wallis,Beasts of the Southern Wild ,Dwight Henry,2012,458
196,Paul Williams,595,Roddy McDowall,Battle for the Planet of the Apes ,Claude Akins,1973,356
280,David Patrick Kelly,767,Aidan Quinn,Songcatcher ,Jane Adams,2000,380
186,Bill Irwin,553,Donna Murphy,Higher Ground ,Michael Chernus,2011,471
61,T.R. Silambarasan,141,Hansika Motwani,Vaalu ,Brahmanandam,2015,77
808,J.J. Abrams,16000,Quentin Tarantino,The Greatest Movie Ever Sold ,Donald Trump,2011,14000
482,Gary Farmer,12000,Steve Buscemi,Ed and His Dead Mother ,Jon Gries,1993,580
0,Lhakpa Dorji,0,Tshewang Dendup,Travelers and Magicians ,Sonam Kinga,2003,0
426,Bruce Dern,16000,Clint Eastwood,Hang 'Em High ,Alan Hale Jr.,1968,844
114,Jim Backus,2000,Humphrey Bogart,Deadline - U.S.A. ,Kim Hunter,1952,399
491,Tom Cavanagh,647,George Newbern,Sublime ,Cas Anvar,2007,642
165,Luke Edwards,467,Kimberley Crossman,A Beginner's Guide to Snuff ,Bree Williamson,2016,258
91,Keenan Tracey,433,Tom Everett Scott,Independence Daysaster ,Nicholas Carella,2013,108
685,Essence Atkins,761,Christian Keyes,Dysfunctional Friends ,Tatyana Ali,2012,713
34,Ludger Pistor,486,Moritz Bleibtreu,Run Lola Run ,Armin Rohde,1998,37
446,Will Estes,701,James Duval,May ,Nora Zehetner,2002,461
120,CJ Adams,900,Natasha Henstridge,Against the Wild ,Erin Pitt,2013,450
11,Chris Cleveland,86,Matthew Alan,Living Dark: The Story of Ted the Caver ,Circus-Szalewski,2013,42
345,Eugenio Derbez,953,America Ferrera,Under the Same Moon ,Kate del Castillo,2007,399
67,Gordon Jump,595,Roddy McDowall,Conquest of the Planet of the Apes ,John Randolph,1972,70
783,Sissy Spacek,1000,Tom Wilkinson,In the Bedroom ,Karen Allen,2001,874
374,Chad Lindberg,635,Sarah Butler,I Spit on Your Grave ,Daniel Franzese,2010,445
327,Illeana Douglas,349,Ally Walker,"Happy, Texas ",Jeremy Northam,1999,347
34,Natalie Press,680,Paddy Considine,My Summer of Love ,Dean Andrews,2004,46
73,Nimrat Kaur,638,Nawazuddin Siddiqui,The Lunchbox ,Lillete Dubey,2013,85
420,Joan Allen,887,Shirley Henderson,Yes ,Stephanie Leonidas,2004,805
275,Ann Miller,319,Jean Arthur,You Can't Take It with You ,Lionel Barrymore,1938,302
426,Donna Reed,862,Montgomery Clift,From Here to Eternity ,Deborah Kerr,1953,488
89,Ben Johnson,281,Harry Carey Jr.,She Wore a Yellow Ribbon ,Victor McLaglen,1949,230
575,Michael Welch,651,Shawnee Smith,Grace Unplugged ,Anthony Reynolds,2013,611
249,Clifton Powell,489,Eddie Griffin,Foolish ,Marla Gibbs,1999,469
394,Lamman Rucker,713,Essence Atkins,N-Secure ,Tempestt Bledsoe,2010,607
0,Adel Karam,227,Yasmine Al Massri,Caramel ,Nadine Labaki,2007,4
2,Pixie Davies,327,Stephen Rea,Out of the Dark ,Alejandro Furth,2014,51
27,Lior Ashkenazi,53,Ohad Knoller,The Bubble ,Yousef 'Joe' Sweid,2006,30
324,Teri Garr,11000,Harrison Ford,The Conversation ,Cindy Williams,1974,481
45,Revathy,421,Annabelle Wallis,Dil Jo Bhi Kahey... ,Bhoomika Chawla,2005,96
21,Jean-Paul Belmondo,963,Catherine Deneuve,Mississippi Mermaid ,Michel Bouquet,1969,710
127,Marisa Coughlan,2000,Judy Greer,I Love Your Work ,Nicky Katt,2003,163
114,Gage Golightly,427,Dustin Ingram,Cabin Fever ,Samuel Davis,2016,253
1000,Kevin Zegers,3000,Ty Burrell,Dawn of the Dead ,Mekhi Phifer,2004,2000
336,Cheryl Hines,597,Lew Temple,Waitress ,Eddie Jemison,2007,541
49,Donald Gibb,633,Bolo Yeung,Bloodsport ,Ken Siu,1988,403
248,Jean Arthur,607,Claude Rains,Mr. Smith Goes to Washington ,Thomas Mitchell,1939,319
